#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  36
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  36
#! SET periodic_psi true
   -3.141592654   -3.141592654  -60.352227099  -56.437852595   18.872656827
   -2.967059728   -3.141592654  -68.882528892  -40.278423186   20.300230040
   -2.792526803   -3.141592654  -74.171141737  -20.146622669   21.036172594
   -2.617993878   -3.141592654  -76.002299940   -1.540621280   21.268310496
   -2.443460953   -3.141592654  -75.064739276   11.028384002   21.158822201
   -2.268928028   -3.141592654  -72.615612781   15.755391497   20.903424879
   -2.094395102   -3.141592654  -69.942261286   14.079119036   20.885417884
   -1.919862177   -3.141592654  -67.848942606    9.871016639   21.708345380
   -1.745329252   -3.141592654  -66.375098476    7.694303976   23.955727149
   -1.570796327   -3.141592654  -64.847888798   10.815477348   27.771537718
   -1.396263402   -3.141592654  -62.248290005   19.808851374   32.553242252
   -1.221730476   -3.141592654  -57.720457259   32.305092470   37.032119922
   -1.047197551   -3.141592654  -51.000485417   44.146696993   39.753801255
   -0.872664626   -3.141592654  -42.569626302   51.346767731   39.676554963
   -0.698131701   -3.141592654  -33.469122185   51.649331352   36.553112824
   -0.523598776   -3.141592654  -24.935731123   44.992103567   30.880348761
   -0.349065850   -3.141592654  -18.070954837   32.854804150   23.550387396
   -0.174532925   -3.141592654  -13.666612563   17.089653530   15.418306559
    0.000000000   -3.141592654  -12.206820693   -0.593824846    7.097755422
    0.174532925   -3.141592654  -13.873283965  -18.377315588   -0.985822263
    0.349065850   -3.141592654  -18.461706766  -33.559520564   -8.356189906
    0.523598776   -3.141592654  -25.206104398  -42.422051020  -14.334850480
    0.698131701   -3.141592654  -32.681393207  -41.488351786  -18.126845242
    0.872664626   -3.141592654  -39.025047059  -29.533355583  -19.148687546
    1.047197551   -3.141592654  -42.484933088   -9.170779918  -17.411425595
    1.221730476   -3.141592654  -42.083289547   13.553189002  -13.649735311
    1.396263402   -3.141592654  -38.028560996   31.628909452   -9.046724193
    1.570796327   -3.141592654  -31.616406617   40.017324019   -4.740239973
    1.745329252   -3.141592654  -24.716713853   37.284910290   -1.370561294
    1.919862177   -3.141592654  -19.150779078   25.215015274    1.058515187
    2.094395102   -3.141592654  -16.267304884    7.135543047    3.001006528
    2.268928028   -3.141592654  -16.814359115  -13.577079231    5.033781974
    2.443460953   -3.141592654  -20.990462867  -33.980474261    7.542075510
    2.617993878   -3.141592654  -28.493723280  -51.207794238   10.550305059
    2.792526803   -3.141592654  -38.501317875  -62.213121408   13.743718880
    2.967059728   -3.141592654  -49.678703039  -64.320244387   16.645348707

