#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  36
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  36
#! SET periodic_psi true
   -3.141592654   -3.141592654  -90.217366420  -53.682211186   17.608891359
   -2.967059728   -3.141592654  -98.117608641  -36.109271728   17.740259534
   -2.792526803   -3.141592654 -102.673248371  -16.184531384   17.824390650
   -2.617993878   -3.141592654 -103.918240744    1.082502549   18.176947533
   -2.443460953   -3.141592654 -102.668852578   11.950369116   18.772370444
   -2.268928028   -3.141592654 -100.190418105   15.208909611   19.375446211
   -2.094395102   -3.141592654  -97.715220285   12.377004804   19.906286933
   -1.919862177   -3.141592654  -96.007462038    7.151563628   20.717875831
   -1.745329252   -3.141592654  -95.085263732    4.118370683   22.564038503
   -1.570796327   -3.141592654  -94.209364477    7.077209585   26.180464629
   -1.396263402   -3.141592654  -92.168904787   17.427371845   31.728603768
   -1.221730476   -3.141592654  -87.787926227   33.324110143   38.461265477
   -1.047197551   -3.141592654  -80.457658462   50.311991660   44.830293220
   -0.872664626   -3.141592654  -70.449836929   63.184487032   48.984112493
   -0.698131701   -3.141592654  -58.862155724   67.946814467   49.400598746
   -0.523598776   -3.141592654  -47.291451965   62.898704533   45.337666864
   -0.349065850   -3.141592654  -37.435042671   48.534631686   36.990126800
   -0.174532925   -3.141592654  -30.769960048   26.721340335   25.349161312
    0.000000000   -3.141592654  -28.360323292    0.341614478   11.950798679
    0.174532925   -3.141592654  -30.675176334  -26.637322010   -1.407832309
    0.349065850   -3.141592654  -37.377062538  -49.001077255  -12.904120076
    0.523598776   -3.141592654  -47.157928888  -61.011965852  -20.995873304
    0.698131701   -3.141592654  -57.804704947  -58.510190748  -24.765022330
    0.872664626   -3.141592654  -66.691335979  -41.215621152  -24.219635049
    1.047197551   -3.141592654  -71.584674850  -13.878823622  -20.367095493
    1.221730476   -3.141592654  -71.434302979   15.066551156  -14.872678687
    1.396263402   -3.141592654  -66.740503745   36.936338579   -9.398690326
    1.570796327   -3.141592654  -59.284938368   46.170574388   -4.983808283
    1.745329252   -3.141592654  -51.424170149   41.795976827   -1.772379085
    1.919862177   -3.141592654  -45.333010632   26.564008038    0.755412024
    2.094395102   -3.141592654  -42.527481450    4.923366272    3.286082135
    2.268928028   -3.141592654  -43.729159006  -18.668010947    6.225126238
    2.443460953   -3.141592654  -48.935113755  -40.381271554    9.512948080
    2.617993878   -3.141592654  -57.522799785  -56.914956975   12.716214100
    2.792526803   -3.141592654  -68.331082014  -65.490383241   15.302959409
