#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  36
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  36
#! SET periodic_psi true
   -3.141592654   -3.141592654  -36.211103677  -48.687683368   14.971156826
   -2.967059728   -3.141592654  -44.048834207  -39.872906734   16.820107380
   -2.792526803   -3.141592654  -49.769309704  -24.968486658   17.893161128
   -2.617993878   -3.141592654  -52.647927389   -8.101388045   18.561774338
   -2.443460953   -3.141592654  -52.760357674    6.019800348   19.383400265
   -2.268928028   -3.141592654  -50.894282539   14.269171873   20.840577986
   -2.094395102   -3.141592654  -48.142060096   16.381047220   23.154796538
   -1.919862177   -3.141592654  -45.396956916   14.739616277   26.228501807
   -1.745329252   -3.141592654  -43.007149217   12.897664426   29.668262843
   -1.570796327   -3.141592654  -40.735522636   13.717482187   32.835780333
   -1.396263402   -3.141592654  -38.007634689   18.082392480   34.947554589
   -1.221730476   -3.141592654  -34.290321875   24.661503665   35.273223283
   -1.047197551   -3.141592654  -29.419708915   30.804456617   33.407167962
   -0.872664626   -3.141592654  -23.708374446   33.915574427   29.472933593
   -0.698131701   -3.141592654  -17.824554365   32.677357247   24.098624419
   -0.523598776   -3.141592654  -12.526497514   27.400219684   18.146713986
   -0.349065850   -3.141592654   -8.405828932   19.450704310   12.360992650
   -0.174532925   -3.141592654   -5.792202054   10.390017142    7.087163959
    0.000000000   -3.141592654   -4.773648491    1.315664895    2.275205439
    0.174532925   -3.141592654   -5.281702256   -6.967363569   -2.336062383
    0.349065850   -3.141592654   -7.099527127  -13.518530402   -6.894140285
    0.523598776   -3.141592654   -9.812870911  -16.989082215  -11.220710952
    0.698131701   -3.141592654  -12.767820088  -16.120335029  -14.754950508
    0.872664626   -3.141592654  -15.160263712  -10.656005935  -16.805186876
    1.047197551   -3.141592654  -16.285000822   -1.906858729  -16.891238263
    1.221730476   -3.141592654  -15.791333770    7.402120961  -15.068236289
