  -3.8499633569   -1.3552504453    1.7191765304
  -4.8968359280    0.9466338110   -0.0994768176
  -5.3639411735    0.0566391237   -0.0994768176
  -3.8499633569   -1.3552504453   -1.9181301655
  -2.7999633569   -1.3552504453   -1.9181301655
  -1.9341466990   -0.8556643410    2.0711966953
  -2.4591466990   -1.7649910150   -1.8474566526
  -1.9341466990   -0.8556643410   -2.1288033047
  -1.4509491126   -2.0910105530    2.1521116193
  -0.9259491126   -1.1816838790    1.8707649673
  -2.5009491126   -2.0910105530    1.8707649673
  -1.9759491126   -3.0003372270    1.8707649673
  -0.9259491126   -3.0003372270    1.8707649673
  -2.5009491126   -2.0910105530   -1.7665417286
  -1.9759491126   -3.0003372270   -1.7665417286
  -0.9259491126   -3.0003372270   -1.7665417286
  -1.4509491126   -2.0910105530   -2.0478883807
  -0.1435209633   -2.1530571063    2.2064206191
   0.9064790367   -2.1530571063    1.9250739670
  -0.6685209633   -1.2437304323    1.9250739670
  -0.6685209633   -3.0623837803    1.9250739670
   0.3814790367   -3.0623837803    1.9250739670
  -0.4023423204   -3.9531991854    1.1564206191
   0.6119749409   -3.8073623800    1.1564206191
   0.1096060653   -4.2377457419    0.1064206191
   1.0494150049   -3.8813232247    0.1064206191
  -0.4023423204   -3.9531991854   -0.9435793809
   0.6119749409   -3.8073623800   -0.9435793809
   1.3864275907   -3.1362953390   -0.9435793809
   0.9064790367   -2.1530571063   -1.7122327289
  -0.6685209633   -3.0623837803   -1.7122327289
   0.3814790367   -3.0623837803   -1.7122327289
  -0.1435209633   -2.1530571063   -1.9935793809
   0.2444215439   -0.8657502825    2.1546146942
   0.7694215439   -1.7750769564   -1.7640386538
   0.2444215439   -0.8657502825   -2.0453853058
  -0.8259015067   -0.0297468171    2.0709017700
  -0.8259015067   -0.0297468171   -2.1290982300
  -0.6909897267    1.3961023228    2.0006022583
  -1.7409897267    1.3961023228    1.7192556063
  -0.6909897267    1.3961023228   -2.1993977417
  -1.5616625645    2.2170159153    1.7840135848
  -1.0716625645    3.0657208110    1.5214233762
  -2.0516625645    3.0657208110    1.5214233762
  -2.5416625645    2.2170159153    1.5214233762
  -2.0516625645    1.3683110195    1.5214233762
  -1.0371340925    3.8313485582    0.8040135848
  -2.0861910365    3.8313485582    0.8040135848
  -2.9348959322    3.2147283577    0.8040135848
  -3.2590723559    2.2170159153    0.8040135848
  -0.5816625645    3.9144257067   -0.1759864152
  -1.5616625645    4.1770159153   -0.1759864152
  -2.5416625645    3.9144257067   -0.1759864152
  -3.2590723559    3.1970159153   -0.1759864152
  -3.5216625645    2.2170159153   -0.1759864152
  -1.0371340925    3.8313485582   -1.1559864152
  -2.0861910365    3.8313485582   -1.1559864152
  -2.9348959322    3.2147283577   -1.1559864152
  -3.2590723559    2.2170159153   -1.1559864152
  -1.0716625645    3.0657208110   -1.8733962067
  -2.0516625645    3.0657208110   -1.8733962067
  -2.5416625645    2.2170159153   -1.8733962067
  -2.0516625645    1.3683110195   -1.8733962067
  -1.5616625645    2.2170159153   -2.1359864152
   0.6502935015    1.7503595111    2.0324842576
   1.1752935015    2.6596861851    1.7511376056
   0.1252935015    2.6596861851    1.7511376056
   1.1752935015    2.6596861851   -1.8861690903
   0.1252935015    2.6596861851   -1.8861690903
   0.6502935015    1.7503595111   -2.1675157424
   1.7699244127    0.9418912730    2.1179417289
   2.2949244127    1.8512179470   -1.8007116190
   1.7699244127    0.9418912730   -2.0820582711
   2.8710116050    1.4106104953    1.9949292162
   3.8510116050    1.4106104953    1.7323390076
   3.3610116050    2.2593153910    1.7323390076
   2.3810116050    2.2593153910    1.7323390076
   3.3610116050    0.5619055996    1.7323390076
   4.5684213964    1.4106104953    1.0149292162
   4.2442449727    2.4083229378    1.0149292162
   3.3955400770    3.0249431382    1.0149292162
   2.3464831330    3.0249431382    1.0149292162
   4.2442449727    0.4128980528    1.0149292162
   4.8310116050    1.4106104953    0.0349292162
   4.5684213964    2.3906104953    0.0349292162
   3.8510116050    3.1080202867    0.0349292162
   2.8710116050    3.3706104953    0.0349292162
   4.5684213964    0.4306104953    0.0349292162
   4.5684213964    1.4106104953   -0.9450707838
   4.2442449727    2.4083229378   -0.9450707838
   3.3955400770    3.0249431382   -0.9450707838
   2.3464831330    3.0249431382   -0.9450707838
   4.2442449727    0.4128980528   -0.9450707838
   3.8510116050    1.4106104953   -1.6624805752
   3.3610116050    2.2593153910   -1.6624805752
   2.3810116050    2.2593153910   -1.6624805752
   3.3610116050    0.5619055996   -1.6624805752
   2.8710116050    1.4106104953   -1.9250707838
   1.5390948852   -0.4078884814    2.1795911001
   1.5390948852   -0.4078884814   -2.0204088999
   1.6353522328   -1.3054673950    1.9894828585
   2.1603522328   -2.2147940690    1.9894828585
   4.7853522328   -1.3054673950    0.1708295105
   4.5448098867   -0.3295487337    0.1708295105
   3.8782882009   -3.0337335134    0.1708295105
   4.5448098867   -2.2813860563    0.1708295105
   3.4408481370   -2.9597726687   -0.8791704895
   2.1603522328   -2.2147940690   -1.6478238374
  -4.3016054830    1.4920521938   -0.4904638782
  -3.2252673014    1.6818396555   -1.5287609793
  -4.3016054830    1.4920521938   -1.5287609793
  -5.0041353371    0.6548097163   -1.5287609793
  -5.0041353371   -0.4381327167   -1.5287609793
  -2.5152387855    0.1083384998   -2.3687609793
  -3.1975701476    1.0474870504   -2.3687609793
  -4.3016054830    0.6887642245   -2.3687609793
  -4.3016054830   -0.4720872249   -2.3687609793
  -3.1975701476   -0.8308100507   -2.3687609793
  -3.5027180093    0.1083384998   -2.6896124287
  -4.7427167900   -1.9125878806    1.2725348740
  -3.6386814546   -2.2713107064    1.2725348740
  -5.4452466441   -0.7856909393    0.4325348740
  -5.4452466441   -1.8786333724    0.4325348740
  -4.7427167900   -2.7158758498    0.4325348740
  -5.4452466441   -0.7856909393   -0.6057622271
  -5.4452466441   -1.8786333724   -0.6057622271
  -4.7427167900   -2.7158758498   -0.6057622271
  -3.6663786084   -2.9056633116   -0.6057622271
  -4.7427167900   -1.9125878806   -1.4457622271
  -3.6386814546   -2.2713107064   -1.4457622271
  -3.5711747431    0.1815004497    2.4250271703
  -2.5836955192    0.1815004497    2.1041757209
  -3.2660268813    1.1206490003    2.1041757209
  -4.3700622168    0.7619261745    2.1041757209
  -4.3700622168   -0.3989252750    2.1041757209
  -3.2660268813   -0.7576481008    2.1041757209
  -3.2937240351    1.7550016055    1.2641757209
  -4.3700622168    1.5652141437    1.2641757209
  -5.0725920708    0.7279716662    1.2641757209
  -5.0725920708   -0.3649707668    1.2641757209
  -4.3700622168    1.5652141437    0.2258786198
  -5.0725920708    0.7279716662    0.2258786198
  -2.8911105457   -3.5295256863    1.4307715622
  -1.7870752102   -3.8882485121    1.4307715622
  -3.5936403997   -3.4955711781    0.5907715622
  -2.8911105457   -4.3328136555    0.5907715622
  -1.8147723641   -4.5226011173    0.5907715622
  -3.5936403997   -3.4955711781   -0.4475255389
  -2.8911105457   -4.3328136555   -0.4475255389
  -1.8147723641   -4.5226011173   -0.4475255389
  -2.8911105457   -3.5295256863   -1.2875255389
  -1.7870752102   -3.8882485121   -1.2875255389
   1.1567836923    3.6649721425    1.2479586412
   0.0527483568    3.3062493166    1.2479586412
   2.0756024503    3.7528535311    0.4079586412
   1.1290865385    4.2993247476    0.4079586412
   0.0527483568    4.1095372859    0.4079586412
   2.0756024503    3.7528535311   -0.6303384599
   1.1290865385    4.2993247476   -0.6303384599
   0.0527483568    4.1095372859   -0.6303384599
   1.1567836923    3.6649721425   -1.4703384599
   0.0527483568    3.3062493166   -1.4703384599
   3.2555212087   -1.0876657619    2.7429684512
   4.2430004325   -1.0876657619    2.4221170017
   3.5606690705   -0.1485172113    2.4221170017
   2.4566337350   -0.5072400372    2.4221170017
   2.4566337350   -1.6680914866    2.4221170017
   3.5606690705   -2.0268143124    2.4221170017
   4.8532961561   -1.0876657619    1.5821170017
   4.4794878285   -0.0606358227    1.5821170017
   3.5329719166   -2.6611669176    1.5821170017
   4.4794878285   -2.1146957011    1.5821170017
   4.8532961561   -1.0876657619    0.5438199006
   4.4794878285   -0.0606358227    0.5438199006
   1.5152575094   -2.8967450802    1.5664614774
   2.6192928448   -3.2554679060    1.5664614774
   1.5152575094   -3.7000330494    0.7264614774
   2.5915956910   -3.8898205112    0.7264614774
   3.5381116028   -3.3433492947    0.7264614774
   1.5152575094   -3.7000330494   -0.3118356237
   2.5915956910   -3.8898205112   -0.3118356237
   3.5381116028   -3.3433492947   -0.3118356237
   1.5152575094   -2.8967450802   -1.1518356237
   2.6192928448   -3.2554679060   -1.1518356237
   4.9226461707   -1.1767516592   -0.1719140799
   4.5488378431   -0.1497217200   -0.1719140799
   4.9226461707   -1.1767516592   -1.2102111810
   4.5488378431   -0.1497217200   -1.2102111810
   3.6023219313   -2.7502528149   -1.2102111810
   4.5488378431   -2.2037815984   -1.2102111810
   4.3123504472   -1.1767516592   -2.0502111810
   3.6300190851   -0.2376031087   -2.0502111810
   2.5259837497   -0.5963259345   -2.0502111810
   2.5259837497   -1.7571773839   -2.0502111810
   3.6300190851   -2.1159002098   -2.0502111810
   3.3248712233   -1.1767516592   -2.3710626304
  -3.8456238438   -1.3477341882    2.0628484654
  -5.1253517104   -0.9745654895    1.3968987069
  -5.4330746304    0.5692891116    0.4345734239
  -5.6647903461   -0.4459237713    0.4345734239
  -5.4330746304    0.5692891116   -0.6335270591
  -5.6647903461   -0.4459237713   -0.6335270591
  -5.1253517104   -0.9745654895   -1.5958523420
  -3.8456238438   -1.3477341882   -2.2618021005
  -2.8043028699   -1.3477341882   -2.2618021005
  -1.9341466990   -0.8556643410    2.3711966953
  -2.4548071860   -1.7574747579   -2.1911285876
